transaction_id,transaction_date,customer_id,product,amount_usd,currency,processor,segment,status,processor_ref
TX000090,2024-01-14,CUST0489,subscription_annual,2682.45,USD,Square,SMB,succeeded,BEEF015C-0FF
TX000091,2024-01-14,CUST0029,subscription_monthly,82.1,USD,Adyen,SMB,succeeded,D1557221-655
TX000092,2024-01-14,CUST0495,api_usage,370.03,USD,Adyen,Mid-Market,succeeded,60F1B956-F3E
TX000093,2024-01-14,CUST0247,subscription_annual,1063.6,USD,Adyen,SMB,succeeded,1CE8C69D-09F
TX000094,2024-01-14,CUST0316,subscription_annual,2457.13,USD,Stripe,SMB,succeeded,E11DEBB8-205
TX000095,2024-01-14,CUST0451,subscription_monthly,298.25,USD,Stripe,Mid-Market,succeeded,7BA66339-D07
TX000096,2024-01-14,CUST0449,subscription_monthly,37.11,USD,Adyen,Enterprise,succeeded,79C3190B-E54
TX000097,2024-01-15,CUST0244,subscription_monthly,271.29,USD,Stripe,SMB,succeeded,735F21BC-674
TX000098,2024-01-15,CUST0061,subscription_monthly,197.11,USD,Stripe,SMB,succeeded,ECA05047-EFB
TX000099,2024-01-15,CUST0147,subscription_annual,2918.13,USD,Adyen,SMB,succeeded,9FB2B8A0-13A
TX000100,2024-01-15,CUST0174,subscription_annual,1545.53,USD,Stripe,SMB,succeeded,8C94C521-8CC
TX000101,2024-01-15,CUST0433,transaction_fee,127.26,USD,Stripe,SMB,succeeded,5CBA4418-A1E
TX000102,2024-01-15,CUST0278,transaction_fee,10.3,USD,Adyen,SMB,succeeded,E5D77243-6D1
TX000103,2024-01-15,CUST0334,transaction_fee,50.96,USD,Stripe,SMB,succeeded,72B0B647-F2E
TX000104,2024-01-15,CUST0369,transaction_fee,10.99,USD,Square,Enterprise,succeeded,1C733C3A-449
TX000105,2024-01-16,CUST0441,professional_services,4889.04,USD,Square,Mid-Market,succeeded,A1DC78F1-EBB
TX000106,2024-01-16,CUST0379,subscription_monthly,249.58,USD,PayPal,Mid-Market,succeeded,C4751088-181
TX000107,2024-01-16,CUST0142,subscription_monthly,259.19,USD,Stripe,Mid-Market,succeeded,9F958DFA-B9A
TX000108,2024-01-17,CUST0044,subscription_monthly,282.25,USD,PayPal,SMB,succeeded,FB7B3BED-126
TX000109,2024-01-17,CUST0144,transaction_fee,13.68,USD,PayPal,Mid-Market,succeeded,FAAB3347-B7C
TX000110,2024-01-17,CUST0353,api_usage,195.87,USD,PayPal,SMB,succeeded,EFA5A68A-4A2
TX000111,2024-01-17,CUST0333,subscription_monthly,48.18,USD,Stripe,SMB,succeeded,DA0196DE-1C9
TX000112,2024-01-17,CUST0486,api_usage,109.34,USD,Adyen,Mid-Market,succeeded,AA621558-F8D
TX000113,2024-01-17,CUST0497,subscription_monthly,90.93,USD,PayPal,Mid-Market,succeeded,42193F24-F99
TX000114,2024-01-17,CUST0396,api_usage,237.21,USD,Adyen,Mid-Market,succeeded,74038518-E98
TX000115,2024-01-18,CUST0055,subscription_monthly,101.51,USD,Adyen,SMB,succeeded,75759A35-D5B
TX000116,2024-01-18,CUST0307,subscription_monthly,56.26,USD,Adyen,Enterprise,succeeded,011D9C86-E9D
TX000117,2024-01-18,CUST0358,subscription_annual,742.23,USD,Adyen,Enterprise,succeeded,C83E586A-CBA
TX000118,2024-01-19,CUST0423,subscription_monthly,68.76,USD,Stripe,SMB,succeeded,8E531848-30F
TX000119,2024-01-19,CUST0417,subscription_monthly,291.73,USD,Adyen,SMB,succeeded,D145B980-4EE
TX000120,2024-01-19,CUST0161,subscription_monthly,234.01,USD,Stripe,SMB,succeeded,D1D02DDE-B92
TX000121,2024-01-20,CUST0285,transaction_fee,145.2,USD,Stripe,Enterprise,succeeded,ABDEC84D-4A4
TX000122,2024-01-20,CUST0325,subscription_annual,1477.3,USD,Stripe,SMB,succeeded,604E35B4-B2C
TX000123,2024-01-20,CUST0198,subscription_monthly,104.16,USD,Adyen,SMB,succeeded,CD5BF08F-396
TX000124,2024-01-20,CUST0159,transaction_fee,119.95,USD,Stripe,SMB,succeeded,D06AC082-F3C
TX000125,2024-01-20,CUST0080,transaction_fee,49.61,USD,Adyen,SMB,succeeded,FD2DA364-441
TX000126,2024-01-20,CUST0031,subscription_monthly,109.83,USD,PayPal,Mid-Market,succeeded,EB31AF43-FF4
TX000127,2024-01-21,CUST0473,subscription_annual,917.77,USD,Stripe,SMB,succeeded,0BCC3448-A1D
TX000128,2024-01-21,CUST0112,subscription_monthly,64.01,USD,Stripe,Enterprise,succeeded,DAC9F4FA-975
TX000129,2024-01-21,CUST0046,subscription_monthly,98.25,USD,Stripe,Mid-Market,succeeded,00B454D4-B76
TX000130,2024-01-21,CUST0353,transaction_fee,53.94,USD,Square,Mid-Market,succeeded,89C2FA74-C99
TX000131,2024-01-22,CUST0205,subscription_monthly,210.98,USD,Adyen,SMB,succeeded,E369C371-221
TX000132,2024-01-22,CUST0052,subscription_annual,458.93,USD,Adyen,SMB,succeeded,74C55121-D11
TX000133,2024-01-22,CUST0138,transaction_fee,32.37,USD,Stripe,SMB,succeeded,19A2A9D1-D31
TX000134,2024-01-22,CUST0472,subscription_monthly,247.44,USD,Adyen,SMB,succeeded,472E0A8C-D70
TX000135,2024-01-22,CUST0074,subscription_annual,686.69,USD,Square,SMB,succeeded,4EC95F5E-CF8
TX000136,2024-01-22,CUST0041,subscription_monthly,121.51,USD,PayPal,Enterprise,succeeded,65774228-315
TX000137,2024-01-23,CUST0479,professional_services,4390.97,USD,Adyen,SMB,succeeded,68D818B4-1FF
TX000138,2024-01-23,CUST0077,subscription_annual,708.3,USD,Stripe,SMB,succeeded,941BA8FB-920
TX000139,2024-01-23,CUST0387,transaction_fee,13.33,USD,Stripe,SMB,succeeded,215551E0-A10
TX000140,2024-01-23,CUST0187,subscription_annual,1598.25,USD,Stripe,SMB,succeeded,38CA900A-74D
TX000141,2024-01-23,CUST0370,subscription_monthly,110.65,USD,Stripe,Enterprise,succeeded,5F38CB6B-B6D
TX000142,2024-01-24,CUST0052,transaction_fee,84.95,USD,Stripe,SMB,succeeded,36E1A73A-BD1
TX000143,2024-01-24,CUST0418,professional_services,4117.12,USD,Stripe,SMB,succeeded,D7188EBC-505
TX000144,2024-01-25,CUST0433,transaction_fee,21.44,USD,Stripe,Mid-Market,succeeded,78FFD2BB-0B3
TX000145,2024-01-25,CUST0412,transaction_fee,87.52,USD,Square,SMB,succeeded,F7760A57-3AC
TX000146,2024-01-25,CUST0467,api_usage,255.23,USD,Adyen,SMB,succeeded,E6DE60AA-DF2
TX000147,2024-01-25,CUST0087,subscription_monthly,67.9,USD,PayPal,SMB,succeeded,F3562353-3B4
TX000148,2024-01-25,CUST0109,subscription_monthly,197.48,USD,PayPal,SMB,succeeded,BE95CF49-3CF
TX000149,2024-01-25,CUST0480,transaction_fee,41.77,USD,Stripe,SMB,succeeded,91422B92-059
TX000150,2024-01-25,CUST0397,subscription_annual,1607.15,USD,PayPal,SMB,succeeded,F2471D75-5EF
TX000151,2024-01-25,CUST0225,transaction_fee,13.26,USD,Stripe,Mid-Market,succeeded,5B68E744-040
TX000152,2024-01-25,CUST0482,api_usage,232.49,USD,Adyen,SMB,succeeded,22B3A7BB-BD1
TX000153,2024-01-26,CUST0481,subscription_monthly,111.75,USD,Stripe,Mid-Market,succeeded,CEA129ED-DD4
TX000154,2024-01-26,CUST0248,subscription_monthly,251.04,USD,Flutterwave,Mid-Market,succeeded,A63DAA4A-155
TX000155,2024-01-26,CUST0069,transaction_fee,9.49,USD,Stripe,SMB,succeeded,347FE0C3-1F9
TX000156,2024-01-26,CUST0120,subscription_monthly,142.02,USD,Stripe,SMB,succeeded,1E092EE1-A8E
TX000157,2024-01-26,CUST0067,transaction_fee,69.31,USD,Square,SMB,succeeded,412563B3-169
TX000158,2024-01-27,CUST0061,subscription_annual,2247.52,USD,Stripe,Mid-Market,succeeded,2655381A-C64
TX000159,2024-01-27,CUST0444,transaction_fee,86.57,USD,Adyen,Mid-Market,succeeded,D359C4E9-9C5
TX000160,2024-01-27,CUST0327,subscription_monthly,209.15,USD,PayPal,Mid-Market,succeeded,26CABFE3-DF7
TX000161,2024-01-27,CUST0408,transaction_fee,116.78,USD,PayPal,SMB,succeeded,59DC2857-386
TX000162,2024-01-27,CUST0191,subscription_annual,2617.95,USD,Flutterwave,Enterprise,succeeded,619FA325-593
TX000163,2024-01-28,CUST0470,subscription_annual,1137.46,USD,Flutterwave,SMB,succeeded,FFE6613E-BCB
TX000164,2024-01-28,CUST0493,subscription_monthly,174.27,USD,Stripe,SMB,succeeded,DBA45395-205
TX000165,2024-01-28,CUST0189,transaction_fee,126.18,USD,PayPal,SMB,succeeded,C7DC8E29-DB9
TX000166,2024-01-28,CUST0151,api_usage,494.78,USD,Adyen,SMB,succeeded,D6858C5F-DC9
TX000167,2024-01-28,CUST0286,subscription_monthly,269.17,USD,Adyen,SMB,succeeded,CE1B1BB0-631
TX000168,2024-01-28,CUST0444,subscription_monthly,129.3,USD,Stripe,Mid-Market,succeeded,46BEB862-F10
TX000169,2024-01-29,CUST0402,subscription_monthly,81.69,USD,Adyen,Mid-Market,succeeded,2D729725-8C2
TX000170,2024-01-29,CUST0096,transaction_fee,73.92,USD,Flutterwave,Mid-Market,succeeded,4D860ED2-22F
TX000171,2024-01-29,CUST0312,transaction_fee,111.5,USD,Square,SMB,succeeded,D12FB0AB-5D2
TX000172,2024-01-29,CUST0309,subscription_annual,1619.94,USD,Stripe,Mid-Market,succeeded,B1495FE7-C09
TX000173,2024-01-29,CUST0263,subscription_monthly,159.46,USD,Stripe,SMB,succeeded,8E2D5C97-6EA
TX000174,2024-01-29,CUST0097,subscription_monthly,255.32,USD,Stripe,SMB,succeeded,2DF4868B-6C5
TX000175,2024-01-29,CUST0453,subscription_annual,1265.79,USD,PayPal,SMB,succeeded,61122CD8-335
TX000176,2024-01-29,CUST0113,subscription_annual,2611.45,USD,PayPal,SMB,succeeded,1AA12EB2-3D5
TX000177,2024-01-30,CUST0476,professional_services,2330.62,USD,Adyen,SMB,succeeded,6198366F-447
TX000178,2024-01-31,CUST0125,subscription_monthly,117.62,USD,Stripe,SMB,succeeded,4AA9E892-085
TX000179,2024-01-31,CUST0456,transaction_fee,68.64,USD,Stripe,SMB,succeeded,B16C6F16-DD4
TX000180,2024-02-01,CUST0463,subscription_annual,2348.61,USD,Adyen,Enterprise,succeeded,B8B4D288-598
TX000181,2024-02-01,CUST0436,subscription_annual,630.21,USD,Square,SMB,succeeded,E0BF7B58-1E6
TX000182,2024-02-02,CUST0132,transaction_fee,30.27,USD,Adyen,Enterprise,succeeded,3DD55ECE-51C
TX000183,2024-02-02,CUST0418,transaction_fee,142.77,USD,Stripe,Mid-Market,succeeded,B6951917-187
TX000184,2024-02-02,CUST0453,professional_services,1289.71,USD,Adyen,SMB,succeeded,FD2D63B3-CBD
TX000185,2024-02-02,CUST0417,subscription_monthly,182.29,USD,Stripe,Mid-Market,succeeded,38902FE8-F79
TX000186,2024-02-03,CUST0121,subscription_monthly,185.41,USD,Flutterwave,SMB,succeeded,4BF05855-52F
TX000187,2024-02-03,CUST0197,transaction_fee,73.95,USD,Stripe,Mid-Market,succeeded,8A4E279D-CAE
TX000188,2024-02-03,CUST0294,subscription_annual,2030.81,USD,Adyen,SMB,succeeded,62DAB6D0-292
TX000189,2024-02-03,CUST0482,subscription_monthly,91.05,USD,Stripe,Enterprise,succeeded,85D1B177-886
TX000190,2024-02-03,CUST0122,subscription_monthly,178.22,USD,Adyen,Mid-Market,succeeded,E0329E24-5A7
TX000191,2024-02-03,CUST0282,subscription_monthly,129.49,USD,Adyen,Mid-Market,succeeded,FF584C78-4DA
TX000192,2024-02-04,CUST0385,api_usage,332.53,USD,PayPal,Mid-Market,succeeded,98008330-28B
TX000193,2024-02-04,CUST0260,subscription_monthly,67.13,USD,Stripe,SMB,succeeded,55A8DC1B-7E6
TX000194,2024-02-04,CUST0039,subscription_monthly,183.14,USD,Stripe,SMB,succeeded,67976097-31B
TX000195,2024-02-04,CUST0054,subscription_monthly,79.02,USD,Stripe,SMB,succeeded,6AD1BCCD-9E2
TX000196,2024-02-04,CUST0474,subscription_monthly,104.23,USD,Adyen,SMB,succeeded,B5AEBB37-707
TX000197,2024-02-04,CUST0161,subscription_monthly,88.05,USD,Stripe,SMB,succeeded,1CEDDAD4-DA2
TX000198,2024-02-04,CUST0289,subscription_annual,783.66,USD,Adyen,Mid-Market,succeeded,42755A1E-D34
TX000199,2024-02-05,CUST0200,subscription_monthly,251.94,USD,Square,SMB,succeeded,1CF3C44B-3B4
TX000200,2024-02-05,CUST0276,transaction_fee,43.57,USD,Square,Enterprise,succeeded,528BFA3C-033
TX000201,2024-02-05,CUST0016,subscription_monthly,279.32,USD,Stripe,Mid-Market,succeeded,6FD006BC-6BD
TX000202,2024-02-05,CUST0405,subscription_annual,2908.8,USD,Adyen,SMB,succeeded,5248EA0D-074
TX000203,2024-02-05,CUST0173,api_usage,287.77,USD,Stripe,Enterprise,succeeded,CB8219A0-D04
TX000204,2024-02-05,CUST0248,transaction_fee,22.31,USD,Adyen,SMB,succeeded,66F2AEA7-346
TX000205,2024-02-06,CUST0383,subscription_annual,1301.28,USD,PayPal,Mid-Market,succeeded,2D00EC5D-C2C
TX000206,2024-02-06,CUST0218,subscription_monthly,244.39,USD,Stripe,SMB,succeeded,027ACAFA-DD1
TX000207,2024-02-06,CUST0087,subscription_monthly,128.2,USD,Stripe,SMB,succeeded,DF0CEF16-310
TX000208,2024-02-06,CUST0082,transaction_fee,13.97,USD,PayPal,SMB,succeeded,F33A8BE0-741
TX000209,2024-02-06,CUST0062,professional_services,3005.53,USD,Square,SMB,succeeded,EE0A3D07-FB4
TX000210,2024-02-06,CUST0287,transaction_fee,126.92,USD,Stripe,SMB,succeeded,C7E25459-6B8
TX000211,2024-02-07,CUST0042,subscription_annual,2439.0,USD,Adyen,SMB,succeeded,D3B09974-2DE
TX000212,2024-02-07,CUST0012,transaction_fee,27.09,USD,Stripe,SMB,succeeded,09598E25-F36
TX000213,2024-02-07,CUST0321,subscription_annual,2106.46,USD,Stripe,Enterprise,succeeded,81D706CB-917
TX000214,2024-02-07,CUST0234,subscription_monthly,88.54,USD,Square,SMB,succeeded,6AB6EA17-FD4
TX000215,2024-02-07,CUST0329,subscription_annual,879.16,USD,PayPal,SMB,succeeded,00CFC132-68C
TX000216,2024-02-07,CUST0131,professional_services,4433.32,USD,PayPal,Mid-Market,succeeded,29FFF10D-D7B
TX000217,2024-02-08,CUST0115,subscription_monthly,96.41,USD,Stripe,Mid-Market,succeeded,3563AE4F-D8D
TX000218,2024-02-08,CUST0218,transaction_fee,40.22,USD,PayPal,Enterprise,succeeded,6EA9829B-924
TX000219,2024-02-08,CUST0137,subscription_monthly,29.18,USD,Stripe,SMB,succeeded,0890D0EA-5F6
TX000220,2024-02-08,CUST0106,subscription_annual,2640.81,USD,Stripe,SMB,succeeded,28874E9C-8D5
TX000221,2024-02-08,CUST0179,subscription_monthly,243.0,USD,Adyen,SMB,succeeded,CDE501CF-427
TX000222,2024-02-08,CUST0016,subscription_annual,1983.79,USD,Stripe,SMB,succeeded,566800D9-984
TX000223,2024-02-08,CUST0472,transaction_fee,112.79,USD,PayPal,Mid-Market,succeeded,70607294-2F4
TX000224,2024-02-08,CUST0242,subscription_monthly,70.05,USD,Adyen,SMB,succeeded,FE23FF76-B9B
TX000225,2024-02-08,CUST0334,transaction_fee,69.29,USD,Stripe,Enterprise,succeeded,E8CED197-516
TX000226,2024-02-08,CUST0381,transaction_fee,53.33,USD,Stripe,SMB,succeeded,4570FD95-742
TX000227,2024-02-08,CUST0387,api_usage,51.42,USD,Stripe,Enterprise,succeeded,26C4C2BB-C05
TX000228,2024-02-08,CUST0226,subscription_monthly,160.26,USD,Stripe,SMB,succeeded,2CC11853-D20
TX000229,2024-02-08,CUST0481,subscription_monthly,277.6,USD,Adyen,Mid-Market,succeeded,A9C77149-D47
TX000230,2024-02-09,CUST0242,subscription_monthly,39.82,USD,PayPal,Enterprise,succeeded,5D6A6C53-872
TX000231,2024-02-09,CUST0408,professional_services,1811.57,USD,Stripe,Enterprise,succeeded,65FEE9DC-522
TX000232,2024-02-09,CUST0457,api_usage,107.73,USD,Stripe,SMB,succeeded,70E1B8B1-A77
TX000233,2024-02-09,CUST0141,subscription_annual,933.0,USD,Adyen,SMB,succeeded,3585F963-9F4
TX000234,2024-02-09,CUST0386,transaction_fee,136.36,USD,PayPal,Mid-Market,succeeded,E9E5E75A-A05
TX000235,2024-02-09,CUST0199,subscription_annual,1553.79,USD,Stripe,SMB,succeeded,A0C71BA8-3A8
TX000236,2024-02-09,CUST0112,transaction_fee,70.48,USD,Stripe,SMB,succeeded,0DCBD442-B7E
TX000237,2024-02-10,CUST0127,subscription_monthly,234.36,USD,Adyen,SMB,succeeded,A5EEE8D0-74E
TX000238,2024-02-10,CUST0021,transaction_fee,24.02,USD,Stripe,SMB,succeeded,8AC7E75C-339
TX000239,2024-02-10,CUST0147,subscription_monthly,160.56,USD,Stripe,SMB,succeeded,2F23E5F4-D4B
TX000240,2024-02-10,CUST0089,transaction_fee,65.07,USD,PayPal,SMB,succeeded,5203A685-882
TX000241,2024-02-10,CUST0303,transaction_fee,89.94,USD,Adyen,SMB,succeeded,05F58C15-A05
TX000242,2024-02-10,CUST0406,transaction_fee,149.93,USD,Adyen,SMB,succeeded,7A310173-82B
TX000243,2024-02-10,CUST0203,subscription_monthly,236.75,USD,PayPal,SMB,succeeded,9BB02410-28B
